username,name,likes_count,urls,mentions,tweet,photos,replies_count,retweets_count,link,quote_url,video,hashtag,hashtag_count,Categories,clean
yanachuleta,Suryana90,0,[],[],#WelcomeBackHRS yes,[],0,0,https://twitter.com/yanachuleta/status/1326105343907094529,,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
tyas431,Tyas43,1,[],[],@marlina_idha #WelcomeBackHRS,[],0,0,https://twitter.com/Tyas431/status/1326105033100812288,,0,['welcomebackhrs'],1,Buzzer,marlina idha welcomebackhrs
bintangpari23,🇮🇩🇯🇵عائشة sanapanda,0,[],[],Alhamdulillah... Allahu Akbar✨ おかえりなさい🥰🙏 #WelcomeBackHRS,[],0,0,https://twitter.com/bintangpari23/status/1326104740996943872,https://twitter.com/detikcom/status/1326015507066216448,0,['welcomebackhrs'],1,Buzzer,alhamdulillah allahu akbar welcomebackhrs
abugoso96701844,Abu Gosok,0,[],[],@eko_kuntadhi Kereeeeen.... Alhamdulillah habib Rizieq Shihab semakin di cintai #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  https://t.co/0PMUZbVqKs,['https://pbs.twimg.com/media/EmdFD2WU4AIoTUX.jpg'],0,0,https://twitter.com/AbuGoso96701844/status/1326104550395187205,,1,"['welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs']",3,Buzzer,eko kuntadhi kereeeeen alhamdulillah habib rizieq shihab semakin cintai welcomebackhrs welcomebackhrs welcomebackhrs https t co pmuzbvqks
doimotor,DOI MOTOR,4,[],[],Yaelah carmuk mulu kerjaannya. #WelcomeBackHRS,[],0,0,https://twitter.com/DoiMotor/status/1326104300112601088,https://twitter.com/rmol_id/status/1326055262369636363,0,['welcomebackhrs'],1,Buzzer,yaelah carmuk mulu kerjaannya welcomebackhrs
haryadimashuri,Mashuri Haryadi,1,[],[],#WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/HaryadiMashuri/status/1326103521184284678,https://twitter.com/NaylaAzkiaa/status/1326077381136674816,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,welcomehomehrs welcomebackhrs
abugoso96701844,Abu Gosok,0,[],[],@PakattDayak @VHSilalahi @Bocahangonan Alhamdulillah..... #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  https://t.co/UlEiWvDzDS,['https://pbs.twimg.com/media/EmdEGJvUYAAGC7J.jpg'],0,0,https://twitter.com/AbuGoso96701844/status/1326103496454623232,,1,"['welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs']",5,Buzzer,pakattdayak vhsilalahi bocahangonan alhamdulillah welcomebackhrs welcomebackhrs welcomebackhrs welcomebackhrs welcomebackhrs https t co uleiwvdzds
bseptian15,#IndonesiaMajuAnakMenantu,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/bseptian15/status/1326103437289775105,,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
haryadimashuri,Mashuri Haryadi,14,[],[],#WelcomeBackHRS,[],0,4,https://twitter.com/HaryadiMashuri/status/1326103358512324608,https://twitter.com/elbanan2001/status/1326050171927490562,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
sakkare11177981,Sakkarepku,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/Sakkare11177981/status/1326103211434930176,https://twitter.com/MCAOps/status/1325959902020300800,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
andixy_,Andi,0,['https://play.google.com/store/apps/details?id=com.kawal.negeri'],[],Habib Rizieq pulang Cebong Merinding #nyusahin #ApaKabarFirzaHusein #WelcomeBackHRS #PahlawanDesa    https://t.co/tCSX7bAXEI  https://t.co/6yC6WiPeRM,"['https://pbs.twimg.com/media/EmdDgQdU8AAd2bp.jpg', 'https://pbs.twimg.com/media/EmdDgqiU0AE4Hv0.jpg']",0,0,https://twitter.com/andixy_/status/1326102846748708864,,1,"['nyusahin', 'apakabarfirzahusein', 'welcomebackhrs', 'pahlawandesa']",4,Buzzer,habib rizieq pulang cebong merinding nyusahin apakabarfirzahusein welcomebackhrs pahlawandesa https t co tcsx baxei https t co yc wiperm
sakkare11177981,Sakkarepku,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/Sakkare11177981/status/1326102256140210177,https://twitter.com/ZAEffendy/status/1326096592990949379,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
karyawantree,karya 3,2,[],[],Rusaknya lingkungan PDIP semakin menjadi-jadi .. #WelcomeBackHRS  https://t.co/9yXzsCUznG,['https://pbs.twimg.com/media/EmdC85BU8AAvXJQ.jpg'],0,1,https://twitter.com/karyawantree/status/1326102231486136326,https://twitter.com/TeddyGusnaidi/status/1326063451609858048,1,['welcomebackhrs'],1,Buzzer,rusaknya lingkungan pdip semakin menjadi welcomebackhrs https t co yxzscuzng
laresolo3,Lare Solo,0,[],[],@Qirani_Ayara #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/LareSolo3/status/1326102151312015361,,0,"['welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs']",3,Buzzer,qirani ayara welcomebackhrs welcomebackhrs welcomebackhrs
abugoso96701844,Abu Gosok,0,[],[],@mochamadarip #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/AbuGoso96701844/status/1326102081304866817,,0,"['welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs', 'welcomebackhrs']",6,Buzzer,mochamadarip welcomebackhrs welcomebackhrs welcomebackhrs welcomebackhrs welcomebackhrs welcomebackhrs
beritadekhocom,wwwberitadekhocom,1,[],"[{'screen_name': 'mohmahfudmd', 'name': 'mahfud md', 'id': '282006208'}]",@mohmahfudmd Selain trm kasih ke Bpk @mohmahfudmd jg kpd lainnya #WelcomeHomeHRS #WelcomeBackHRS #WelcomeHomeIBHRS #WelcombackIBHRS  #AhlanWaSahlanIBHRS  #HRSCintaIndonesia,[],0,0,https://twitter.com/BeritaDekhoCom/status/1326101876757078022,,0,"['welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs', 'welcombackibhrs', 'ahlanwasahlanibhrs', 'hrscintaindonesia']",6,Buzzer,mohmahfudmd trm kasih bpk mohmahfudmd jg lainnya welcomehomehrs welcomebackhrs welcomehomeibhrs welcombackibhrs ahlanwasahlanibhrs hrscintaindonesia
sakkare11177981,Sakkarepku,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/Sakkare11177981/status/1326101807215472641,https://twitter.com/MardaniAliSera/status/1326080572255473665,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
anakakhirzaman1,ERA CEBONG DUNGU🇮🇩🇹🇼🇸🇦 🇵🇸🇹🇷,2,[],[],#WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/Anakakhirzaman1/status/1326101655180304387,https://twitter.com/Si__Bee/status/1325999852279398403,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,welcomebackhrs welcomebackhrs
arifinnaftalia,BundaBullentJenem,0,[],[],@fadlizon #WelcomeBackHRS,[],0,0,https://twitter.com/ArifinNaftalia/status/1326101618878676992,,0,['welcomebackhrs'],1,Buzzer,fadlizon welcomebackhrs
jjnino1,J2N Blank,1,[],[],@evalez_fr @CNNIndonesia  Takbir Allahu akbar #WelcomeBackHRS  https://t.co/JVJUOyUuZq,['https://pbs.twimg.com/media/EmdCD0cU0AAYaMa.png'],0,0,https://twitter.com/JJNino1/status/1326101496753131522,,1,['welcomebackhrs'],1,Buzzer,evalez fr cnnindonesia takbir allahu akbar welcomebackhrs https t co jvjuoyuuzq
bayumaruti,Muhdi Abdu,0,[],[],@msaid_didu #WelcomeBackHRS  #WelcomeBackHRS ..Ahlan wasahlan,[],0,0,https://twitter.com/Bayumaruti/status/1326101225457135618,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,msaid didu welcomebackhrs welcomebackhrs ahlan wasahlan
wibialfathir,Wibi Sulaeman,1,[],[],Sejarah mencatat Imam Besar Kami. #WelcomeBackHRS #WelcomeHomeIBHRS #HabibRizieq #WelcomeHomeHRS  https://t.co/UGlPWOt4DB,['https://pbs.twimg.com/media/EmdCAwaVMAcIJMk.jpg'],0,0,https://twitter.com/wibiAlfathir/status/1326101198504517632,,1,"['welcomebackhrs', 'welcomehomeibhrs', 'habibrizieq', 'welcomehomehrs']",4,Buzzer,sejarah mencatat imam besar welcomebackhrs welcomehomeibhrs habibrizieq welcomehomehrs https t co uglpwot db
dekrizkia,Dek.rizkia_._,16,[],[],@ustadtengkuzul Hebatnya ...seperti 212...setelah selesai...Terminal 3 langsung bersiiiiih 👍👍👍 #WelcomeBackHRS  #WelcomeBackHRS  https://t.co/Ss1mRncBoc,[],0,5,https://twitter.com/DekRizkia/status/1326101024889729024,,1,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,ustadtengkuzul hebatnya selesai terminal bersiiiiih welcomebackhrs welcomebackhrs https t co ss mrncboc
ganesa51058521,(theta) ganesa,1,[],[],Allahu Akbar  #WelcomeBackHRS,[],0,0,https://twitter.com/Ganesa51058521/status/1326100989401653248,https://twitter.com/fenni_rosa/status/1325978487799177217,0,['welcomebackhrs'],1,Buzzer,allahu akbar welcomebackhrs
nshesito,TeamBully,0,[],[],@RestyLeseh Kirain mau nyembelih kodok bakar jang 😁  #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/NShesito/status/1326100985312276480,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,restyleseh kirain nyembelih kodok bakar jang welcomebackhrs welcomebackhrs
nshesito,TeamBully,0,[],[],@ResttyCayah Kecedu  #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/NShesito/status/1326100519325036544,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,resttycayah kecedu welcomebackhrs welcomebackhrs
iiirman,Irman,0,[],[],Gw bebas dr following atau follower para cebong kan Res...?!? 🤣  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS,[],0,0,https://twitter.com/iiirman/status/1326100105645023232,https://twitter.com/ResttyCayah/status/1326053345140772864,0,"['welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs']",3,Buzzer,bebas dr following follower cebong res welcomehomehrs welcomebackhrs welcomehomeibhrs
23kimm_,Kim23,0,[],[],Selamat Hari Pahlawan #WelcomeBackHRS,[],0,0,https://twitter.com/23kimm_/status/1326099872626343936,,0,['welcomebackhrs'],1,Buzzer,selamat hari pahlawan welcomebackhrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,0,[],"[{'screen_name': 'kingsalman', 'name': 'سلمان بن عبدالعزيز', 'id': '1072915220'}]",@RTErdogan @KingSalman  Subhanallah Alhamdulillah La ilaha Illallah Allahu Akbar  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/_TitipanILahi_/status/1326099826929364993,https://twitter.com/IffahAlqadrie/status/1325991577576112128,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,rterdogan kingsalman subhanallah alhamdulillah la ilaha illallah allahu akbar welcomehomehrs welcomebackhrs
iiirman,Irman,0,[],[],#WelcomeHomeHRS  #WelcomeHomeIBHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/iiirman/status/1326099693688926208,https://twitter.com/francmohede/status/1326059279971987456,0,"['welcomehomehrs', 'welcomehomeibhrs', 'welcomebackhrs']",3,Buzzer,welcomehomehrs welcomehomeibhrs welcomebackhrs
teeja_0ps,Teeja,1,[],[],#WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/teeja_0ps/status/1326099637984395265,https://twitter.com/geloraco/status/1326028451283828737,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,welcomebackhrs welcomebackhrs
aryazahrah,Arya Abu Zahrah,1,[],[],#AhlanWaSahlanIBHRS  #WelcomeHomeHRS  #WelcomeBackHRS  #IBHRS_SpiritUmat,[],0,0,https://twitter.com/AryaZahrah/status/1326099548356308992,https://twitter.com/marlina_idha/status/1326012444699848705,0,"['ahlanwasahlanibhrs', 'welcomehomehrs', 'welcomebackhrs', 'ibhrs_spiritumat']",4,Buzzer,ahlanwasahlanibhrs welcomehomehrs welcomebackhrs ibhrs spiritumat
rmnoer1,ToekangNgoeping,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/RMNoer1/status/1326098925305044992,https://twitter.com/ZAEffendy/status/1326096592990949379,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,1,[],[],Wa'alaikumussalaam  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/_TitipanILahi_/status/1326098847827779584,https://twitter.com/p3j4l4n/status/1325991466364145664,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,wa alaikumussalaam welcomehomehrs welcomebackhrs
krankalangittoa,Kranka Langit Toa,0,[],[],@ResttyCayah @__mUk1d1_T3T4n_ #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/KrankaLangitToa/status/1326098847051902976,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,resttycayah muk d t t n welcomebackhrs welcomebackhrs
theaja4,The Aja,0,[],[],@_KingPurwa Ini udah bener #WelcomeBackHRS,[],0,0,https://twitter.com/TheAja4/status/1326098802135109638,,0,['welcomebackhrs'],1,Buzzer,kingpurwa bener welcomebackhrs
jjnino1,J2N Blank,0,[],[],menyeng #WelcomeBackHRS,[],0,0,https://twitter.com/JJNino1/status/1326098720576843776,https://twitter.com/marcell823/status/1326040969750355968,0,['welcomebackhrs'],1,Buzzer,menyeng welcomebackhrs
rakacellular8,cholid,0,[],[],masyaa ALLAH  #WelcomeBackHRS #WelcomeHomeIBHRS,[],0,0,https://twitter.com/rakacellular8/status/1326098621612216320,https://twitter.com/DPPFPI_ID/status/1326092676085657600,0,"['welcomebackhrs', 'welcomehomeibhrs']",2,Buzzer,masyaa allah welcomebackhrs welcomehomeibhrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,1,[],[],Allahu Akbar  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,1,https://twitter.com/_TitipanILahi_/status/1326098533968039937,https://twitter.com/LisaAmartatara3/status/1325959181082324992,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,allahu akbar welcomehomehrs welcomebackhrs
heriay2,HeriAY,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/HeriAY2/status/1326098516893069313,https://twitter.com/VIVAcoid/status/1326030083732070401,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
jjnino1,J2N Blank,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/JJNino1/status/1326098482612957184,https://twitter.com/Qirani_Ayara/status/1325984218220949504,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
iiirman,Irman,0,[],[],Nyinyir tanda tak mampu...  #WelcomeBackHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS,[],0,0,https://twitter.com/iiirman/status/1326098292749422593,,0,"['welcomebackhrs', 'welcomebackhrs', 'welcomehomeibhrs']",3,Buzzer,nyinyir tanda tak mampu welcomebackhrs welcomebackhrs welcomehomeibhrs
khaidirkf,muhammad khaidir,0,[],[],@DukeCondet Siap #WelcomeBackHRS  #WelcomeHomeHRS,[],0,0,https://twitter.com/khaidirkf/status/1326097867715457024,,0,"['welcomebackhrs', 'welcomehomehrs']",2,Buzzer,dukecondet siap welcomebackhrs welcomehomehrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,4,[],[],Allahu Akbar Allahu Akbar Allahu Akbar  #WelcomeHomeHRS  #WelcomeBackHRS,[],1,2,https://twitter.com/_TitipanILahi_/status/1326097866067116032,https://twitter.com/ArubRabbitNur10/status/1325936239128637440,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,allahu akbar allahu akbar allahu akbar welcomehomehrs welcomebackhrs
adventu03054567,@Adventure,1,[],[],@MenembusAwanGer Kerrreennn #WelcomeBackHRS,[],0,0,https://twitter.com/Adventu03054567/status/1326097644125519872,,0,['welcomebackhrs'],1,Buzzer,menembusawanger kerrreennn welcomebackhrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,0,[],[],MasyaAllah Alhamdulillah Allahu Akbar  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/_TitipanILahi_/status/1326097563456479233,https://twitter.com/M_Asmara1701/status/1325987418500034560,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,masyaallah alhamdulillah allahu akbar welcomehomehrs welcomebackhrs
gurilrusligmai1,nama koe oei,0,[],[],@ResttyCayah #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/gurilrusligmai1/status/1326097339979763713,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,resttycayah welcomebackhrs welcomebackhrs
mikailm15466206,Mikail Muhammad,0,[],[],Ahlan wa sallan ya habibana #WelcomeBackHRS  #WelcomeHomeHRS,[],0,0,https://twitter.com/MikailM15466206/status/1326097297512357888,,0,"['welcomebackhrs', 'welcomehomehrs']",2,Buzzer,ahlan wa sallan habibana welcomebackhrs welcomehomehrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,2,[],[],Alhamdulillah Allahu Akbar  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,2,https://twitter.com/_TitipanILahi_/status/1326097237361881091,https://twitter.com/M_Asmara1701/status/1325791069305335810,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,alhamdulillah allahu akbar welcomehomehrs welcomebackhrs
linakasuma,likas,1,[],[],"@TeddyGusnaidi Keliatankan dia pake ukuran dgn diri dia sendiri yg apa2 minta dibyr dl br bergerak. Beginilah type manusia recehan, udh ketaker harganya brp 🤣🤣 #AhlanWaSahlanIBHRS #WelcomeBackHRS #WelcomeHomeIBHRS",[],0,0,https://twitter.com/LinaKasuma/status/1326096971002638337,,0,"['ahlanwasahlanibhrs', 'welcomebackhrs', 'welcomehomeibhrs']",3,Buzzer,teddygusnaidi keliatankan pake ukuran dgn diri sendiri minta dibyr dl br bergerak beginilah type manusia recehan ketaker harganya brp ahlanwasahlanibhrs welcomebackhrs welcomehomeibhrs
mn33uia,أَبُ  عَبْدُ الرَّحْمَنِ,0,[],[],بَارَكَ اللهُ فِيْكُم فِي الدُّنْيَا وَالآخِرَةِ  #WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeIBHRS,[],0,0,https://twitter.com/mn33uia/status/1326096923309170688,,0,"['welcomehomehrs', 'welcomebackhrs', 'welcomehomeibhrs']",3,Buzzer,welcomehomehrs welcomebackhrs welcomehomeibhrs
gurilrusligmai1,nama koe oei,0,[],[],@gus_doji @_KingPurwa #WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/gurilrusligmai1/status/1326096863297118209,,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,gus doji kingpurwa welcomebackhrs welcomebackhrs
arisandi2016,I am Ris,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/arisandi2016/status/1326096834025021440,https://twitter.com/Ponorogo_Berkah/status/1326096087736725505,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,welcomehomehrs welcomebackhrs
_titipanilahi_,بِسْمِ اللّهِ الرَّحْمَنِ الرَّحِيْمِ,3,[],[],Allahu Akbar  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,1,https://twitter.com/_TitipanILahi_/status/1326096651698675715,https://twitter.com/IntelijenF/status/1325990152901025792,0,"['welcomehomehrs', 'welcomebackhrs']",2,Buzzer,allahu akbar welcomehomehrs welcomebackhrs
ashepmillan,ashep millan,0,[],[],#WelcomeHomeHRS  #WelcomeBackHRS  #WelcomeHomeHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/ashepmillan/status/1326096383963615234,,0,"['welcomehomehrs', 'welcomebackhrs', 'welcomehomehrs', 'welcomebackhrs']",4,Buzzer,welcomehomehrs welcomebackhrs welcomehomehrs welcomebackhrs
165nlm,0860,2,[],[],Barakallahu ta'ala anhum. #RevolusiAkhlak  #WelcomeBackHRS,[],0,0,https://twitter.com/165NLM/status/1326096316582092800,https://twitter.com/MaspiyuO/status/1326082336891400194,0,"['revolusiakhlak', 'welcomebackhrs']",2,Buzzer,barakallahu ta ala anhum revolusiakhlak welcomebackhrs
subhan841,Subhan84,0,[],[],@_KingPurwa @__mUk1d1_T3T4n_ Seneng Banget #WelcomeBackHRS,[],0,0,https://twitter.com/Subhan841/status/1326096212097822720,,0,['welcomebackhrs'],1,Buzzer,kingpurwa muk d t t n seneng banget welcomebackhrs
chryssantiwidya,Love is LOVE,0,[],[],Love You all....  #WelcomeBackHRS,[],0,0,https://twitter.com/ChryssantiWidya/status/1326095952508170246,https://twitter.com/RestyLeseh/status/1326032876723339265,0,['welcomebackhrs'],1,Buzzer,love you all welcomebackhrs
budiyuli2007,#Perjuangan Dan Doa 2020,1,[],[],#WelcomeBackHRS  #WelcomeBackHRS,[],0,0,https://twitter.com/budiyuli2007/status/1326095440727560192,https://twitter.com/kebabturkey_/status/1325787607662407680,0,"['welcomebackhrs', 'welcomebackhrs']",2,Buzzer,welcomebackhrs welcomebackhrs
bocah_lengooob,🐒,0,[],[],"#WelcomeBackHRS  #BiharElectionResults  Dopokan ngenteni wong tuku... ""Balada wong pasar""",[],0,0,https://twitter.com/BOCAH_LENGOOOB/status/1326094818326409216,https://twitter.com/BOCAH_LENGOOOB/status/1326093950696841217,0,"['welcomebackhrs', 'biharelectionresults']",2,Buzzer,welcomebackhrs biharelectionresults dopokan ngenteni wong tuku balada wong pasar
sindonews,SINDOnews,0,['https://bit.ly/2U9K28T'],[],B1FPI SUV Tangguh Yang Dipakai Menjemput Habib Rizieq Pulang #8ukaSindonews #BukanBeritaBiasa #habibrizieqsyihab #WelcomeBackHRS #WelcomeHomeHRS  https://t.co/yiolwyhK6e,[],0,3,https://twitter.com/SINDOnews/status/1326094747920904194,,0,"['8ukasindonews', 'bukanberitabiasa', 'habibrizieqsyihab', 'welcomebackhrs', 'welcomehomehrs']",5,Buzzer,b fpi suv tangguh dipakai menjemput habib rizieq pulang ukasindonews bukanberitabiasa habibrizieqsyihab welcomebackhrs welcomehomehrs https t co yiolwyhk e
beritadekhocom,wwwberitadekhocom,0,['https://m.cnnindonesia.com/nasional/20201110041809-32-567852/kubu-amien-rais-logo-partai-ummat-senapas-perjuangan-rizieq'],[],@fadlizon #WelcomeHomeHRS #WelcomeBackIBHRS #WelcomeBackHRS   https://t.co/rUjdw6eIEi  https://t.co/d9o3u2fUbz,['https://pbs.twimg.com/media/Emc8BSdVMAEv8e4.jpg'],0,0,https://twitter.com/BeritaDekhoCom/status/1326094610439966721,,1,"['welcomehomehrs', 'welcomebackibhrs', 'welcomebackhrs']",3,Buzzer,fadlizon welcomehomehrs welcomebackibhrs welcomebackhrs https t co rujdw eiei https t co d o u fubz
dikikoesnadi,Diki kusnadi,0,[],[],#WelcomeBackHRS  https://t.co/fPuxm3QB1z,[],0,0,https://twitter.com/dikikoesnadi/status/1326093426320793601,,1,['welcomebackhrs'],1,Buzzer,welcomebackhrs https t co fpuxm qb z
sayutiandie,Sandy,1,[],[],RT   #WelcomeBackHRS,[],0,0,https://twitter.com/SayutiAndie/status/1326093211782144000,https://twitter.com/Juhali3/status/1326030620644962305,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
sayutiandie,Sandy,0,[],[],#WelcomeBackHRS,[],0,0,https://twitter.com/SayutiAndie/status/1326092643323899905,https://twitter.com/Dennysiregar7/status/1326032841742802946,0,['welcomebackhrs'],1,Buzzer,welcomebackhrs
